Date,Price
2023-03-19,32000.0
2023-03-20,31000.0
2023-03-21,30000.0
2023-03-22,30000.0
2023-03-23,33000.0
2023-03-24,33000.0
2023-03-25,35000.0
2023-03-26,35000.0
2023-03-27,35000.0
2023-03-28,34000.0
2023-03-29,30000.0
2023-03-30,30000.0
2023-03-31,28000.0
2023-04-01,22000.0
2023-04-02,22000.0
2023-04-03,22000.0
2023-04-04,25000.0
2023-04-05,25000.0
2023-04-06,25000.0
2023-04-07,23000.0
2023-04-08,26000.0
2023-04-09,25000.0
2023-04-10,23000.0
2023-04-11,23000.0
2023-04-12,23000.0
2023-04-13,24000.0
2023-04-14,25000.0
2023-04-15,25000.0
2023-04-16,25000.0
2023-04-17,30000.0
2023-04-18,35000.0
2023-04-19,35000.0
2023-04-20,35000.0
2023-04-21,37000.0
2023-04-22,35666.666666666664
2023-04-23,34333.333333333336
2023-04-24,33000.0
2023-04-25,33000.0
2023-04-26,20000.0
2023-04-27,20000.0
2023-04-28,18000.0
2023-04-29,16000.0
2023-04-30,17000.0
2023-05-01,25000.0
2023-05-02,25000.0
2023-05-03,23000.0
2023-05-04,20000.0
2023-05-05,17000.0
2023-05-06,20000.0
2023-05-07,20000.0
2023-05-08,23000.0
2023-05-09,20000.0
2023-05-10,23000.0
2023-05-11,23000.0
2023-05-12,25000.0
2023-05-13,25000.0
2023-05-14,25000.0
2023-05-15,20000.0
2023-05-16,20000.0
2023-05-17,18000.0
2023-05-18,18000.0
2023-05-19,18000.0
2023-05-20,21000.0
2023-05-21,21000.0
2023-05-22,22000.0
2023-05-23,20000.0
2023-05-24,20000.0
2023-05-25,22500.0
2023-05-26,25000.0
2023-05-27,24000.0
2023-05-28,23000.0
2023-05-29,23000.0
2023-05-30,23000.0
2023-05-31,22000.0
2023-06-01,20000.0
2023-06-02,20000.0
2023-06-03,20000.0
2023-06-04,22000.0
2023-06-05,20000.0
2023-06-06,22000.0
2023-06-07,22000.0
2023-06-08,20000.0
2023-06-09,20000.0
2023-06-10,20000.0
2023-06-11,20000.0
2023-06-12,22000.0
2023-06-13,22000.0
2023-06-14,21000.0
2023-06-15,21000.0
2023-06-16,20000.0
2023-06-17,20000.0
2023-06-18,22000.0
2023-06-19,20000.0
2023-06-20,18000.0
2023-06-21,20000.0
2023-06-22,20000.0
2023-06-23,20000.0
2023-06-24,23000.0
2023-06-25,23000.0
2023-06-26,25000.0
2023-06-27,23000.0
2023-06-28,26000.0
2023-06-29,25000.0
2023-06-30,26000.0
2023-07-01,23000.0
2023-07-02,25000.0
2023-07-03,28000.0
2023-07-04,27000.0
2023-07-05,22000.0
2023-07-06,20000.0
2023-07-07,26000.0
2023-07-08,20000.0
2023-07-09,23000.0
2023-07-10,25000.0
2023-07-11,23000.0
2023-07-12,23000.0
2023-07-13,22000.0
2023-07-14,22000.0
2023-07-15,19000.0
2023-07-16,19000.0
2023-07-17,20000.0
2023-07-18,20000.0
2023-07-19,20000.0
2023-07-20,20000.0
2023-07-21,20000.0
2023-07-22,18000.0
2023-07-23,19000.0
2023-07-24,23000.0
2023-07-25,21000.0
2023-07-26,20000.0
2023-07-27,19000.0
2023-07-28,21000.0
2023-07-29,23000.0
2023-07-30,15000.0
2023-07-31,15000.0
2023-08-01,24000.0
2023-08-02,25000.0
2023-08-03,23000.0
2023-08-04,23000.0
2023-08-05,23000.0
2023-08-06,24000.0
2023-08-07,20000.0
2023-08-08,20000.0
2023-08-09,19000.0
2023-08-10,20000.0
2023-08-11,20000.0
2023-08-12,20000.0
2023-08-13,18000.0
2023-08-14,25000.0
2023-08-15,25000.0
2023-08-16,25000.0
2023-08-17,25000.0
2023-08-18,25000.0
2023-08-19,25000.0
2023-08-20,27000.0
2023-08-21,27000.0
2023-08-22,29000.0
2023-08-23,27000.0
2023-08-24,27000.0
2023-08-25,28000.0
2023-08-26,30000.0
2023-08-27,32000.0
2023-08-28,35000.0
2023-08-29,33000.0
2023-08-30,30000.0
2023-08-31,32000.0
2023-09-01,32000.0
2023-09-02,20000.0
2023-09-03,30000.0
2023-09-04,27000.0
2023-09-05,27000.0
2023-09-06,22000.0
2023-09-07,21000.0
2023-09-08,20000.0
2023-09-09,20000.0
2023-09-10,21000.0
2023-09-11,21000.0
2023-09-12,20000.0
2023-09-13,22000.0
2023-09-14,20000.0
2023-09-15,20000.0
2023-09-16,20000.0
2023-09-17,20000.0
2023-09-18,22000.0
2023-09-19,22000.0
2023-09-20,20000.0
2023-09-21,20000.0
2023-09-22,23000.0
2023-09-23,23000.0
2023-09-24,24000.0
2023-09-25,26000.0
2023-09-26,25000.0
2023-09-27,27000.0
2023-09-28,26000.0
2023-09-29,25000.0
2023-09-30,25000.0
2023-10-01,23000.0
2023-10-02,23000.0
2023-10-03,25000.0
2023-10-04,25000.0
2023-10-05,25000.0
2023-10-06,28000.0
2023-10-07,28000.0
2023-10-08,30000.0
2023-10-09,32000.0
2023-10-10,30000.0
2023-10-11,30000.0
2023-10-12,30000.0
2023-10-13,30000.0
2023-10-14,35000.0
2023-10-15,35000.0
2023-10-16,34000.0
2023-10-17,35000.0
2023-10-18,35000.0
2023-10-19,35000.0
2023-10-20,32000.0
2023-10-21,30000.0
2023-10-22,35000.0
2023-10-23,35000.0
2023-10-24,35000.0
2023-10-25,35000.0
2023-10-26,35000.0
2023-10-27,36000.0
2023-10-28,37000.0
2023-10-29,48000.0
2023-10-30,58000.0
2023-10-31,55000.0
2023-11-01,60000.0
2023-11-02,65000.0
2023-11-03,58000.0
2023-11-04,67000.0
2023-11-05,62000.0
2023-11-06,65000.0
2023-11-07,68000.0
2023-11-08,65000.0
2023-11-09,60000.0
2023-11-10,60000.0
2023-11-11,65000.0
2023-11-12,65000.0
2023-11-13,67000.0
2023-11-14,68000.0
2023-11-15,70000.0
2023-11-16,70000.0
2023-11-17,70000.0
2023-11-18,60000.0
2023-11-19,52000.0
2023-11-20,52000.0
2023-11-21,65000.0
2023-11-22,67000.0
2023-11-23,63000.0
2023-11-24,63000.0
2023-11-25,60000.0
2023-11-26,60000.0
2023-11-27,60000.0
2023-11-28,57000.0
2023-11-29,58500.0
2023-11-30,60000.0
2023-12-01,62000.0
2023-12-02,57000.0
2023-12-03,60000.0
2023-12-04,62000.0
2023-12-05,61000.0
2023-12-06,60000.0
